perturbagen	down-imputed	down-measured	up-imputed	up-measured
TRCN0000050553	0	6	0	0
TRCN0000050555	2	8	1	2
TRCN0000050556	2	5	2	5
TRCN0000050574	12	24	1	9
TRCN0000050576	2	11	3	6
TRCN0000050577	18	28	5	14
TRCN0000050578	1	1	0	3
TRCN0000050579	16	33	3	14
TRCN0000050582	8	23	5	11
TRCN0000050634	2	2	0	0
TRCN0000050635	0	9	0	3
TRCN0000050636	3	24	3	9
TRCN0000050648	3	7	1	2
TRCN0000050650	7	23	3	5
TRCN0000050652	8	19	5	4
TRCN0000050664	1	15	2	2
TRCN0000050665	1	11	1	4
TRCN0000050667	4	9	2	9
TRCN0000050674	60	45	76	34
TRCN0000050675	18	26	6	17
TRCN0000050676	0	4	2	4
TRCN0000050693	2	4	1	1
TRCN0000050694	1	3	0	0
TRCN0000050695	3	7	2	4
TRCN0000050743	0	2	0	0
TRCN0000050746	5	31	6	12
TRCN0000050747	2	16	1	2
TRCN0000050758	3	2	2	5
TRCN0000050760	3	16	1	5
TRCN0000050762	2	10	1	2
TRCN0000050774	3	11	4	12
TRCN0000050775	3	8	2	0
TRCN0000050776	2	6	1	0
TRCN0000050778	7	34	0	16
TRCN0000050779	4	32	2	11
TRCN0000050781	2	11	0	1
TRCN0000050788	10	43	3	7
TRCN0000050789	2	26	2	3
TRCN0000050790	0	7	0	1
TRCN0000050798	2	12	1	2
TRCN0000050799	1	6	0	3
TRCN0000050800	0	1	0	1
TRCN0000050801	0	3	0	1
TRCN0000050802	13	24	8	8
TRCN0000050808	82	65	87	33
TRCN0000050809	68	52	77	51
TRCN0000050811	13	35	17	17
TRCN0000050823	46	50	44	38
TRCN0000050825	3	22	3	9
TRCN0000050826	43	44	81	34
TRCN0000050838	34	44	19	22
TRCN0000050839	0	5	3	5
TRCN0000050840	4	23	2	7
TRCN0000050849	2	5	0	0
TRCN0000050851	2	1	0	1
TRCN0000050852	1	15	2	2
TRCN0000050853	5	21	3	9
TRCN0000050854	2	23	3	7
TRCN0000050856	3	20	6	10
TRCN0000050863	19	27	3	6
TRCN0000050864	3	31	11	15
TRCN0000050865	1	5	0	0
TRCN0000050873	15	39	25	14
TRCN0000050876	10	25	9	7
TRCN0000050877	6	16	2	7
TRCN0000050883	1	12	3	10
TRCN0000050885	5	19	3	6
TRCN0000050887	3	24	19	18
TRCN0000050913	4	15	3	11
TRCN0000050914	84	72	171	76
TRCN0000050915	4	20	1	2
TRCN0000050918	1	22	3	2
TRCN0000050920	0	8	1	2
TRCN0000050921	1	6	2	5
TRCN0000050924	1	8	1	0
TRCN0000050927	0	2	0	0
TRCN0000050948	51	61	55	23
TRCN0000050950	2	15	3	2
TRCN0000050951	2	7	1	1
TRCN0000050953	51	48	21	15
TRCN0000050954	162	89	226	87
TRCN0000050957	11	46	37	28
TRCN0000050958	61	60	61	16
TRCN0000050959	8	11	2	5
TRCN0000050961	13	23	2	10
TRCN0000050963	1	2	1	2
TRCN0000050966	0	12	1	6
TRCN0000051018	0	10	2	2
TRCN0000051019	20	43	4	24
TRCN0000051020	0	13	1	3
TRCN0000051028	2	16	6	6
TRCN0000051030	17	37	15	26
TRCN0000051032	31	51	24	31
TRCN0000051088	0	5	0	1
TRCN0000051089	1	5	1	1
TRCN0000051090	0	1	0	1
TRCN0000051091	0	3	0	4
TRCN0000051092	67	57	101	41
TRCN0000051135	7	28	0	3
TRCN0000051136	2	10	0	0
TRCN0000051137	1	8	1	0
TRCN0000051148	0	0	1	3
TRCN0000051150	1	3	3	1
TRCN0000051152	0	6	0	0
TRCN0000051183	7	22	3	3
TRCN0000051184	7	16	9	14
TRCN0000051185	8	19	0	5
TRCN0000051203	0	1	1	0
TRCN0000051204	0	9	0	4
TRCN0000051205	7	16	3	2
TRCN0000051206	62	47	14	22
TRCN0000051207	3	11	1	0
TRCN0000051213	13	28	9	16
TRCN0000051216	1	10	0	2
TRCN0000051217	0	8	0	1
TRCN0000051238	18	37	10	9
TRCN0000051241	53	72	76	51
TRCN0000051242	10	29	8	15
TRCN0000051258	1	1	0	0
TRCN0000051268	0	8	0	5
TRCN0000051269	0	15	0	6
TRCN0000051270	7	29	7	9
TRCN0000051288	0	6	0	1
TRCN0000051290	1	14	0	2
TRCN0000051291	0	17	0	3
TRCN0000051303	0	1	0	1
TRCN0000051304	14	44	18	21
TRCN0000051305	4	11	1	3
TRCN0000051306	2	21	3	5
TRCN0000051307	0	18	2	5
TRCN0000051318	1	10	0	3
TRCN0000051321	2	17	1	2
TRCN0000051322	2	13	2	3
TRCN0000051338	0	10	3	2
TRCN0000051340	0	6	2	4
TRCN0000051341	2	15	1	4
TRCN0000051343	0	0	0	1
TRCN0000051344	0	0	0	1
TRCN0000051345	0	2	0	0
TRCN0000051346	0	1	0	0
TRCN0000051347	1	4	0	0
TRCN0000051348	0	9	0	2
TRCN0000051350	1	7	0	0
TRCN0000051351	5	30	2	18
TRCN0000051363	24	35	11	10
TRCN0000051364	6	12	2	6
TRCN0000051367	12	40	5	10
TRCN0000051368	0	12	0	2
TRCN0000051370	0	1	1	1
TRCN0000051371	1	3	0	4
TRCN0000051478	0	10	0	2
TRCN0000051480	11	25	11	11
TRCN0000051482	5	26	5	10
TRCN0000051485	1	10	0	1
TRCN0000051486	3	17	1	7
TRCN0000051487	1	3	0	2
TRCN0000051488	0	10	0	2
TRCN0000051491	1	5	0	3
TRCN0000051492	9	35	14	25
TRCN0000051523	0	2	1	0
TRCN0000051525	0	11	0	0
TRCN0000051526	2	11	0	1
TRCN0000051533	2	14	4	7
TRCN0000051534	1	3	1	1
TRCN0000051535	14	20	6	9
TRCN0000051563	11	34	8	16
TRCN0000051564	17	36	12	11
TRCN0000051566	64	53	39	26
TRCN0000051599	10	30	6	13
TRCN0000051600	1	13	2	10
TRCN0000051601	4	16	3	1
TRCN0000051638	14	34	5	3
TRCN0000051639	1	2	0	0
TRCN0000051640	15	27	10	11
TRCN0000051643	1	3	1	2
TRCN0000051644	1	2	2	1
TRCN0000051645	1	3	0	2
TRCN0000051668	1	7	0	1
TRCN0000051669	5	9	0	0
TRCN0000051672	13	31	6	7
TRCN0000051688	6	33	3	2
TRCN0000051689	0	8	1	2
TRCN0000051690	40	34	9	15
TRCN0000051693	1	3	0	0
TRCN0000051694	0	2	0	0
TRCN0000051695	0	4	1	1
TRCN0000051697	0	5	0	1
TRCN0000051698	4	30	2	10
TRCN0000051699	0	9	0	2
TRCN0000051700	9	22	3	9
TRCN0000051733	1	4	1	0
TRCN0000051734	7	21	5	10
TRCN0000051736	0	6	0	3
TRCN0000051769	12	26	5	7
TRCN0000051772	2	13	4	1
TRCN0000051793	3	28	1	6
TRCN0000051795	2	13	2	3
TRCN0000051796	1	1	2	0
TRCN0000051799	2	3	2	2
TRCN0000051800	6	14	0	4
TRCN0000051802	2	20	7	12
TRCN0000051804	1	12	0	6
TRCN0000051805	5	31	2	11
TRCN0000051807	4	13	0	3
TRCN0000051808	1	9	0	2
TRCN0000051811	7	10	2	6
TRCN0000051812	27	39	6	14
TRCN0000051813	6	19	3	9
TRCN0000051815	8	23	2	3
TRCN0000051816	31	45	17	14
TRCN0000051819	1	9	0	1
TRCN0000051820	2	19	1	5
TRCN0000051822	0	4	1	0
TRCN0000051839	1	5	0	0
TRCN0000051840	4	5	2	6
TRCN0000051841	1	3	0	2
TRCN0000051843	0	5	1	3
TRCN0000051844	2	26	2	3
TRCN0000051845	0	7	0	1
TRCN0000051853	0	6	0	1
TRCN0000051854	11	28	8	18
TRCN0000051856	1	11	1	2
TRCN0000051863	0	2	0	0
TRCN0000051864	13	20	8	8
TRCN0000051865	7	15	2	9
TRCN0000051869	0	7	0	0
TRCN0000051870	2	18	1	2
TRCN0000051872	0	15	1	2
TRCN0000051874	0	2	0	0
TRCN0000051875	4	14	2	4
TRCN0000051877	1	15	1	1
TRCN0000051888	1	3	0	0
TRCN0000051889	0	3	1	2
TRCN0000051890	9	24	1	3
TRCN0000051898	8	43	8	7
TRCN0000051900	0	6	0	0
TRCN0000051901	3	18	3	2
TRCN0000051903	0	6	2	0
TRCN0000051906	0	2	1	1
TRCN0000051907	0	1	0	0
TRCN0000051908	2	3	1	0
TRCN0000051909	1	2	2	2
TRCN0000051912	4	10	4	3
TRCN0000052045	0	2	0	1
TRCN0000052046	0	1	0	0
TRCN0000052047	5	28	3	3
TRCN0000052063	2	3	0	1
TRCN0000052073	5	0	1	2
TRCN0000052076	24	30	52	19
TRCN0000052077	14	36	5	9
TRCN0000052139	1	7	0	1
TRCN0000052140	0	11	0	2
TRCN0000052141	0	11	1	5
TRCN0000052144	0	6	2	1
TRCN0000052146	1	20	0	5
TRCN0000052147	3	6	3	3
TRCN0000052168	0	5	1	1
TRCN0000052169	15	21	0	2
TRCN0000052170	0	17	1	4
TRCN0000052183	32	27	57	36
TRCN0000052185	0	1	1	0
TRCN0000052187	4	6	0	1
TRCN0000052223	1	10	2	4
TRCN0000052225	1	16	1	2
TRCN0000052227	0	6	0	3
TRCN0000052271	0	4	0	0
TRCN0000052272	0	4	0	0
TRCN0000052273	1	2	2	2
TRCN0000052275	5	22	3	9
TRCN0000052277	0	12	1	3
TRCN0000052278	4	10	3	2
TRCN0000052279	3	9	3	6
TRCN0000052282	1	8	2	2
TRCN0000052283	1	6	0	3
TRCN0000052286	1	7	0	1
TRCN0000052287	10	29	6	7
TRCN0000052299	0	2	1	2
TRCN0000052301	1	7	1	0
TRCN0000052302	1	6	2	0
TRCN0000052303	0	2	0	1
TRCN0000052304	0	2	0	1
TRCN0000052305	3	4	1	2
TRCN0000052384	0	11	1	2
TRCN0000052385	0	19	2	10
TRCN0000052387	8	26	8	21
TRCN0000052413	4	18	4	8
TRCN0000052414	7	28	2	8
TRCN0000052416	1	3	1	1
TRCN0000052424	5	15	3	8
TRCN0000052425	2	3	0	0
TRCN0000052426	1	11	0	1
TRCN0000052428	2	9	0	1
TRCN0000052431	0	9	0	0
TRCN0000052434	1	6	0	0
TRCN0000052435	134	75	177	55
TRCN0000052437	161	58	181	57
TRCN0000052438	6	29	7	6
TRCN0000052439	0	5	0	1
TRCN0000052440	0	11	0	0
TRCN0000052443	2	10	2	6
TRCN0000052444	5	25	6	6
TRCN0000052445	3	16	0	3
TRCN0000052454	0	7	0	2
TRCN0000052455	2	4	0	1
TRCN0000052456	16	26	13	20
TRCN0000052458	2	5	0	0
TRCN0000052459	4	11	4	3
TRCN0000052460	6	10	1	5
TRCN0000052465	0	3	0	2
TRCN0000052466	0	3	1	0
TRCN0000052468	1	11	0	5
TRCN0000052469	72	71	83	45
TRCN0000052471	5	26	11	7
TRCN0000052476	7	28	3	12
TRCN0000052503	2	6	0	1
TRCN0000052504	30	48	24	18
TRCN0000052505	3	18	2	3
TRCN0000052513	13	35	4	11
TRCN0000052514	11	29	15	16
TRCN0000052516	16	36	16	13
TRCN0000052524	6	14	5	6
TRCN0000052525	3	14	1	3
TRCN0000052527	31	48	14	18
TRCN0000052540	0	1	1	0
TRCN0000052541	0	2	0	0
TRCN0000052542	0	1	0	1
TRCN0000052543	0	1	0	1
TRCN0000052544	0	5	1	1
TRCN0000052545	3	22	4	11
TRCN0000052547	10	9	1	6
TRCN0000052548	9	16	0	2
TRCN0000052549	0	3	0	1
TRCN0000052550	0	1	0	1
TRCN0000052551	0	3	1	1
TRCN0000052552	0	2	0	3
TRCN0000052554	10	19	11	23
TRCN0000052555	1	8	2	4
TRCN0000052556	0	0	0	1
TRCN0000052557	12	54	31	21
TRCN0000052563	0	10	0	3
TRCN0000052564	1	6	2	0
TRCN0000052565	1	10	3	3
TRCN0000052566	1	10	0	3
TRCN0000052567	1	9	2	4
TRCN0000052573	0	5	0	1
TRCN0000052574	1	5	2	3
TRCN0000052575	1	6	0	2
TRCN0000052576	1	9	1	2
TRCN0000052577	2	5	0	3
TRCN0000052578	2	11	0	3
TRCN0000052579	1	0	0	0
TRCN0000052580	0	1	0	1
TRCN0000052581	1	0	0	0
TRCN0000052582	2	1	0	0
TRCN0000052583	7	15	4	7
TRCN0000052584	3	24	5	2
TRCN0000052585	9	27	5	19
TRCN0000052586	2	17	1	14
TRCN0000052587	3	2	0	0
TRCN0000052598	0	9	0	2
TRCN0000052599	0	2	0	1
TRCN0000052600	0	1	0	0
TRCN0000052601	1	12	0	2
TRCN0000052602	0	2	0	4
TRCN0000052613	1	7	1	4
TRCN0000052616	0	6	0	1
TRCN0000052617	0	5	0	4
TRCN0000052618	0	2	0	0
TRCN0000052619	1	1	0	0
TRCN0000052623	1	8	0	2
TRCN0000052624	0	1	1	1
TRCN0000052625	1	5	0	2
TRCN0000052626	2	8	1	3
TRCN0000052627	5	27	2	13
TRCN0000052635	8	20	8	13
TRCN0000052636	33	31	23	20
TRCN0000052637	1	15	0	1
TRCN0000052644	9	24	12	10
TRCN0000052645	6	7	3	1
TRCN0000052646	2	15	3	3
TRCN0000052647	38	42	19	24
TRCN0000052653	0	2	0	1
TRCN0000052654	0	5	1	2
TRCN0000052655	0	0	0	1
TRCN0000052656	1	7	2	1
TRCN0000052657	20	16	3	18
TRCN0000052663	0	0	0	1
TRCN0000052664	85	40	25	12
TRCN0000052665	0	1	0	0
TRCN0000052666	4	5	22	8
TRCN0000052667	1	3	1	1
TRCN0000052671	1	2	0	0
TRCN0000052672	0	2	0	2
TRCN0000052679	1	5	0	0
TRCN0000052681	15	44	6	6
TRCN0000052682	41	40	9	18
TRCN0000052719	1	5	0	1
TRCN0000052721	1	7	0	1
TRCN0000052722	1	8	1	1
TRCN0000052738	4	18	2	13
TRCN0000052739	1	12	3	3
TRCN0000052741	1	2	2	3
TRCN0000052742	6	8	2	4
TRCN0000052748	3	6	1	2
TRCN0000052750	13	14	9	7
TRCN0000052751	18	31	23	26
TRCN0000052752	0	1	0	0
TRCN0000052763	13	39	14	17
TRCN0000052765	1	6	1	0
TRCN0000052767	9	28	5	13
TRCN0000052808	2	11	2	11
TRCN0000052809	10	16	24	22
TRCN0000052810	1	15	1	4
TRCN0000052903	0	4	0	0
TRCN0000052904	0	1	1	2
TRCN0000052923	4	13	1	6
TRCN0000052924	7	26	2	7
TRCN0000052926	0	7	2	1
TRCN0000052934	2	23	2	17
TRCN0000052935	0	12	0	3
TRCN0000052936	4	16	1	2
TRCN0000052944	3	18	1	7
TRCN0000052945	16	29	4	14
TRCN0000052947	0	7	0	3
TRCN0000052953	3	14	1	1
TRCN0000052954	0	3	0	1
TRCN0000052955	1	1	0	0
TRCN0000052959	1	14	2	1
TRCN0000052961	2	10	2	1
TRCN0000052962	8	22	3	3
TRCN0000052969	0	6	2	1
TRCN0000052972	1	18	2	2
TRCN0000052978	3	10	1	11
TRCN0000052979	4	27	2	8
TRCN0000052981	1	3	0	2
TRCN0000052983	2	2	1	0
TRCN0000052984	13	28	6	16
TRCN0000052985	32	48	36	34
TRCN0000052993	3	14	4	8
TRCN0000052994	5	18	4	2
TRCN0000052996	1	2	0	0
TRCN0000052998	1	5	0	0
TRCN0000052999	2	4	0	0
TRCN0000053000	0	9	0	1
TRCN0000053020	9	32	12	17
TRCN0000053021	39	44	20	16
TRCN0000053022	7	24	3	11
TRCN0000053033	19	35	15	16
TRCN0000053034	46	55	51	39
TRCN0000053035	3	18	2	2
TRCN0000053055	1	16	1	5
TRCN0000053056	7	22	4	15
TRCN0000053057	2	11	3	3
TRCN0000053058	1	16	3	7
TRCN0000053059	5	22	3	1
TRCN0000053060	5	8	3	7
TRCN0000053068	1	15	1	6
TRCN0000053069	5	21	1	2
TRCN0000053070	4	10	0	4
TRCN0000053074	0	2	0	1
TRCN0000053076	1	5	0	2
TRCN0000053077	0	6	0	1
TRCN0000053083	1	6	2	3
TRCN0000053085	2	5	0	0
TRCN0000053086	0	12	1	0
TRCN0000053113	0	2	0	1
TRCN0000053114	4	27	0	10
TRCN0000053115	4	9	3	0
TRCN0000053178	2	4	3	1
TRCN0000053180	1	12	1	0
TRCN0000053182	1	11	1	3
TRCN0000053183	2	12	0	0
TRCN0000053185	48	45	52	22
TRCN0000053186	0	1	2	2
TRCN0000053187	1	12	0	1
TRCN0000053189	9	16	2	7
TRCN0000053192	0	0	1	1
TRCN0000053208	2	11	2	3
TRCN0000053209	0	11	0	0
TRCN0000053210	4	13	2	5
TRCN0000053211	1	8	0	0
TRCN0000053212	35	53	46	25
TRCN0000053213	0	4	1	2
TRCN0000053214	1	18	0	1
TRCN0000053215	1	7	0	2
TRCN0000053230	5	9	2	5
TRCN0000053231	9	24	19	13
TRCN0000053232	2	9	0	5
TRCN0000053235	5	14	0	2
TRCN0000053237	0	15	3	4
TRCN0000053238	1	3	0	1
TRCN0000053239	1	3	0	0
TRCN0000053241	1	12	0	3
TRCN0000053244	3	7	1	4
TRCN0000053245	10	24	6	20
TRCN0000053247	1	10	1	2
TRCN0000053308	2	18	0	3
TRCN0000053310	0	20	1	5
TRCN0000053311	5	16	1	15
TRCN0000053324	25	48	10	23
TRCN0000053325	3	12	2	2
TRCN0000053326	1	4	0	0
TRCN0000053339	1	4	0	0
TRCN0000053341	3	4	0	1
TRCN0000053342	10	11	1	0
TRCN0000053358	2	0	0	2
TRCN0000053359	5	12	4	5
TRCN0000053360	6	16	1	9
TRCN0000053383	3	14	3	3
TRCN0000053385	5	16	2	3
TRCN0000053387	6	27	7	8
TRCN0000053393	6	10	2	6
TRCN0000053394	1	13	0	1
TRCN0000053395	5	20	1	4
TRCN0000053396	10	42	10	9
TRCN0000053397	2	15	8	16
TRCN0000053428	16	35	6	10
TRCN0000053429	0	7	0	4
TRCN0000053430	0	0	1	2
TRCN0000053431	0	13	1	1
TRCN0000053432	1	11	0	7
TRCN0000053443	1	14	1	1
TRCN0000053444	6	12	3	3
TRCN0000053446	3	7	3	6
TRCN0000053503	0	6	2	1
TRCN0000053504	0	4	2	1
TRCN0000053505	1	8	1	3
TRCN0000053514	0	2	2	0
TRCN0000053515	3	14	1	6
TRCN0000053516	1	15	0	3
TRCN0000053578	1	6	1	2
TRCN0000053579	1	0	1	0
TRCN0000053580	1	2	0	0
TRCN0000053588	0	3	0	1
TRCN0000053589	0	1	0	1
TRCN0000053590	1	1	0	1
TRCN0000053591	0	1	0	0
TRCN0000053592	1	18	0	6
TRCN0000053608	4	16	2	4
TRCN0000053609	2	8	0	1
TRCN0000053611	6	24	2	8
TRCN0000053612	4	16	4	7
TRCN0000053623	3	15	2	9
TRCN0000053624	27	52	12	23
TRCN0000053625	4	16	2	3
TRCN0000053668	0	17	4	3
TRCN0000053669	0	13	0	2
TRCN0000053670	2	22	2	4
TRCN0000053789	4	9	0	0
TRCN0000053791	13	22	9	12
TRCN0000053792	0	5	0	1
TRCN0000053843	3	21	1	3
TRCN0000053846	22	22	13	19
TRCN0000053847	4	7	1	0
TRCN0000053851	11	25	3	5
TRCN0000053853	0	1	0	1
TRCN0000053854	28	37	18	19
TRCN0000053855	38	50	22	32
TRCN0000053856	0	6	0	0
TRCN0000053864	4	5	0	1
TRCN0000053866	1	3	2	0
TRCN0000053867	4	9	2	2
TRCN0000053868	2	5	3	1
TRCN0000053869	3	14	0	3
TRCN0000053870	9	27	4	2
TRCN0000053909	8	30	5	5
TRCN0000053910	26	54	46	40
TRCN0000053912	2	10	0	2
TRCN0000053923	1	6	1	1
TRCN0000053924	2	8	1	5
TRCN0000053925	122	70	71	65
TRCN0000053948	11	31	6	4
TRCN0000053949	0	6	0	3
TRCN0000053951	0	5	1	4
TRCN0000053993	0	16	0	3
TRCN0000053995	1	4	1	1
TRCN0000053997	1	7	4	4
TRCN0000054018	3	13	1	3
TRCN0000054020	1	11	0	2
TRCN0000054021	3	9	2	2
TRCN0000054028	0	3	0	3
TRCN0000054029	0	15	0	1
TRCN0000054030	0	9	0	3
TRCN0000054073	5	9	1	6
TRCN0000054074	3	13	1	4
TRCN0000054075	0	2	1	2
TRCN0000054078	0	1	0	0
TRCN0000054080	1	6	2	0
TRCN0000054082	4	9	1	2
TRCN0000054123	0	0	0	2
TRCN0000054124	3	3	0	2
TRCN0000054127	6	17	3	11
TRCN0000054133	2	24	11	12
TRCN0000054134	5	18	1	9
TRCN0000054135	0	8	0	3
TRCN0000054138	1	5	2	3
TRCN0000054139	0	15	2	7
TRCN0000054140	13	39	5	15
TRCN0000054193	0	2	1	0
TRCN0000054195	1	1	1	0
TRCN0000054196	5	18	11	13
TRCN0000054260	0	3	0	0
TRCN0000054261	1	6	0	1
TRCN0000054333	1	6	0	4
TRCN0000054335	3	20	5	8
TRCN0000054336	15	23	8	19
TRCN0000055425	3	7	0	2
TRCN0000055426	0	3	0	1
TRCN0000055428	35	38	22	13
TRCN0000055429	0	3	0	0
TRCN0000055432	0	2	0	2
TRCN0000055434	1	2	0	0
TRCN0000055435	2	31	3	10
TRCN0000055436	0	11	0	2
TRCN0000055448	0	4	1	1
TRCN0000055449	2	9	0	0
TRCN0000055450	1	3	0	1
TRCN0000055478	0	1	1	0
TRCN0000055479	2	10	1	0
TRCN0000055480	1	9	0	1
TRCN0000055481	2	6	0	1
TRCN0000055482	0	7	2	4
TRCN0000055484	24	38	18	12
TRCN0000055486	42	53	19	16
TRCN0000055487	1	17	8	4
TRCN0000055508	1	13	0	3
TRCN0000055510	7	26	5	15
TRCN0000055511	0	24	2	6
TRCN0000055524	4	7	3	3
TRCN0000055526	3	18	2	4
TRCN0000055527	34	37	11	10
TRCN0000055535	2	12	3	5
TRCN0000055536	0	6	1	3
TRCN0000055537	1	9	0	4
TRCN0000055573	56	61	116	42
TRCN0000055575	18	37	7	12
TRCN0000055576	0	5	1	3
TRCN0000055583	22	45	20	14
TRCN0000055586	206	79	98	56
TRCN0000055588	0	9	1	1
TRCN0000055590	0	4	0	2
TRCN0000055591	15	30	10	16
TRCN0000055655	0	2	0	1
TRCN0000055656	0	9	1	5
TRCN0000055657	4	24	3	9
TRCN0000055713	0	0	1	0
TRCN0000055714	0	1	0	1
TRCN0000055716	6	25	2	4
TRCN0000055738	0	7	1	1
TRCN0000055739	2	7	2	0
TRCN0000055798	3	5	1	1
TRCN0000055799	6	30	2	8
TRCN0000055800	0	2	0	0
TRCN0000055825	8	13	3	7
TRCN0000055826	1	9	2	1
TRCN0000055827	8	20	2	5
TRCN0000055838	1	16	2	6
TRCN0000055839	1	4	0	0
TRCN0000055841	5	18	2	8
TRCN0000055843	79	63	31	27
TRCN0000055844	1	4	0	3
TRCN0000055847	48	48	47	25
TRCN0000055853	1	6	0	1
TRCN0000055855	3	9	1	1
TRCN0000055856	0	10	0	3
TRCN0000055898	0	7	1	5
TRCN0000055899	0	5	0	0
TRCN0000055902	0	3	2	2
TRCN0000055903	0	5	0	4
TRCN0000055906	1	11	1	14
TRCN0000055907	6	24	10	10
TRCN0000055916	0	7	1	0
TRCN0000055917	1	6	0	0
TRCN0000055918	0	10	1	2
TRCN0000055919	1	4	0	0
TRCN0000055920	1	6	1	2
TRCN0000055983	1	1	1	0
TRCN0000055984	0	4	0	1
TRCN0000055989	1	9	0	1
TRCN0000055990	1	2	0	0
TRCN0000055991	1	2	0	2
TRCN0000055994	77	42	46	33
TRCN0000055995	19	30	6	19
TRCN0000056098	3	12	1	4
TRCN0000056099	2	0	0	0
TRCN0000056100	1	14	2	2
TRCN0000056143	3	10	2	4
TRCN0000056144	2	14	2	2
TRCN0000056145	7	18	1	5
TRCN0000056154	6	19	3	14
TRCN0000056155	1	7	1	1
TRCN0000056157	0	1	0	4
TRCN0000056188	2	7	1	0
TRCN0000056189	1	6	3	3
TRCN0000056190	1	5	1	4
TRCN0000056203	7	39	7	17
TRCN0000056204	1	15	1	0
TRCN0000056206	0	11	5	4
TRCN0000056230	1	6	0	0
TRCN0000056231	1	6	0	0
TRCN0000056232	0	6	0	1
TRCN0000056244	1	2	1	3
TRCN0000056245	0	6	0	2
TRCN0000056246	4	16	7	2
TRCN0000056269	41	46	79	51
TRCN0000056270	2	13	2	0
TRCN0000056271	1	21	3	5
TRCN0000056303	31	45	61	25
TRCN0000056304	35	32	19	17
TRCN0000056305	4	16	6	13
TRCN0000056398	1	13	6	6
TRCN0000056399	0	9	2	4
TRCN0000056400	2	2	0	0
TRCN0000056424	1	10	1	4
TRCN0000056425	12	30	6	7
TRCN0000056426	12	24	7	13
TRCN0000056439	2	10	0	3
TRCN0000056440	2	11	0	0
TRCN0000056441	1	6	1	2
TRCN0000056442	31	37	21	38
TRCN0000056478	1	2	1	1
TRCN0000056479	8	19	2	18
TRCN0000056481	17	42	8	23
TRCN0000056483	1	7	1	3
TRCN0000056484	2	2	0	0
TRCN0000056548	3	4	2	5
TRCN0000056550	0	6	3	1
TRCN0000056552	1	4	1	2
TRCN0000056558	56	75	65	54
TRCN0000056562	15	26	7	3
TRCN0000056588	14	26	6	5
TRCN0000056589	14	27	6	13
TRCN0000056591	2	14	0	6
TRCN0000056593	28	51	36	33
TRCN0000056594	10	26	11	16
TRCN0000056597	4	17	1	5
TRCN0000056609	7	24	4	9
TRCN0000056610	2	7	2	1
TRCN0000056611	1	15	1	2
TRCN0000056619	2	4	0	5
TRCN0000056620	22	32	9	6
TRCN0000056622	0	3	0	0
TRCN0000056693	1	4	0	0
TRCN0000056694	36	50	44	32
TRCN0000056697	36	36	8	16
TRCN0000056698	0	2	2	0
TRCN0000056699	0	5	1	3
TRCN0000056723	3	13	1	4
TRCN0000056724	0	3	1	1
TRCN0000056725	2	5	1	2
TRCN0000056726	4	1	1	2
TRCN0000056727	12	20	5	10
TRCN0000056773	9	33	4	9
TRCN0000056775	23	34	42	20
TRCN0000056777	4	27	3	4
TRCN0000056815	3	16	1	4
TRCN0000056816	11	19	6	7
TRCN0000056817	5	25	4	13
TRCN0000056818	7	8	6	8
TRCN0000056819	0	5	2	1
TRCN0000056820	3	15	2	6
TRCN0000056829	0	1	0	0
TRCN0000056831	0	2	0	0
TRCN0000056832	2	13	3	6
TRCN0000056834	4	20	5	2
TRCN0000056835	11	28	7	16
TRCN0000056837	1	10	2	2
TRCN0000056858	12	25	8	8
TRCN0000056859	3	12	1	4
TRCN0000056862	2	3	1	0
TRCN0000056884	1	15	1	4
TRCN0000056885	9	30	9	6
TRCN0000056886	2	19	0	3
TRCN0000056889	3	17	4	4
TRCN0000056890	7	22	1	8
TRCN0000056892	2	28	4	11
TRCN0000056893	0	6	1	1
TRCN0000056895	1	17	2	7
TRCN0000056897	0	1	1	1
TRCN0000056918	22	35	13	25
TRCN0000056919	2	12	2	2
TRCN0000056920	75	78	29	35
TRCN0000056923	6	3	4	17
TRCN0000056925	1	7	0	2
TRCN0000056933	2	16	2	2
TRCN0000056936	14	43	9	18
TRCN0000056937	1	9	0	1
TRCN0000056948	3	9	0	1
TRCN0000056949	4	12	3	4
TRCN0000056950	0	5	0	0
TRCN0000056954	10	26	1	3
TRCN0000056955	4	10	1	7
TRCN0000056956	12	30	7	6
TRCN0000056964	20	26	8	5
TRCN0000056966	7	20	4	5
TRCN0000056967	3	15	1	3
TRCN0000057018	4	20	4	6
TRCN0000057019	1	12	2	6
TRCN0000057022	1	4	1	1
TRCN0000057038	4	15	4	2
TRCN0000057040	0	4	1	0
TRCN0000057041	7	25	11	13
TRCN0000057048	0	2	0	1
TRCN0000057049	1	6	1	1
TRCN0000057050	2	20	1	1
TRCN0000057052	0	1	2	1
TRCN0000057058	3	13	1	3
TRCN0000057059	1	10	1	6
TRCN0000057060	0	17	1	9
TRCN0000057061	0	2	0	0
TRCN0000057062	6	8	3	4
TRCN0000057063	1	6	1	2
TRCN0000057064	7	32	6	21
TRCN0000057067	4	13	2	4
TRCN0000057069	0	5	0	3
TRCN0000057070	0	4	0	3
TRCN0000057071	0	4	1	5
TRCN0000057073	6	8	4	1
TRCN0000057075	0	2	1	2
TRCN0000057079	0	5	0	1
TRCN0000057081	0	9	0	3
